treecover,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,NDVI,SAVI,EVI,Brightness,Greenness
0,0.116277501,0.156784996,0.204085007,0.254795015,0.244427502,0.215580001,0.110508204,0.079326935,0.078878261,0.467604697,0.006766533
0,0.0652925,0.082617499,0.103283748,0.168843746,0.211977497,0.165639997,0.240916476,0.127362385,0.126188308,0.318295509,0.02525886
0,0.0233,0.04321,0.033997498,0.289389998,0.146032497,0.064247496,0.789741397,0.465259373,0.484202296,0.281252116,0.17743735
1,0.074752502,0.104067497,0.149195001,0.311362505,0.257270008,0.151230007,0.35211131,0.253239661,0.246322095,0.442646414,0.111442506
5,0.049727499,0.076650001,0.074615002,0.257902503,0.166134998,0.104534999,0.551211596,0.330240816,0.343843818,0.315597892,0.11499133
0,0.105332501,0.132255003,0.14903,0.189317495,0.199162498,0.188107505,0.119071357,0.072083764,0.077865049,0.374151081,-0.011913625
0,0.027122499,0.048022501,0.044034999,0.182552502,0.146555007,0.083140001,0.611320138,0.285961777,0.278518111,0.231574118,0.090589762
0,0.064467497,0.088117503,0.091334999,0.349807501,0.252265006,0.141962498,0.585916102,0.411955416,0.456887573,0.432942778,0.166489229
0,0.048599999,0.065099999,0.080843747,0.172748744,0.205693752,0.179885,0.362412155,0.182933748,0.177654445,0.300311983,0.044725783
15,0.049067501,0.072304994,0.087828748,0.19290626,0.183336258,0.141880006,0.374294311,0.2018819,0.194318458,0.297482967,0.060290862
0,0.099846251,0.115287498,0.127676249,0.154090002,0.14640376,0.140656248,0.093743496,0.050680917,0.056376975,0.30499807,-0.020123944
0,0.050786249,0.080568746,0.105415002,0.252141237,0.227267504,0.166038752,0.410358489,0.25664714,0.243936419,0.365856558,0.094581306
0,0.074972503,0.106184997,0.116497502,0.262769997,0.247617498,0.1688575,0.385671049,0.249535829,0.261301428,0.404651642,0.080940239
